"YEAR_MONTH","SFDC_ACCOUNT_ID","SWIMLANE_MAP","AGE_IN_MONTHS","SUBSCRIBED_ROUTER_COUNT","TERM_MAP","CHURNED_ACCOUNT_FLAG","LOGIN_COUNT","TOTAL_MINUTES","Account_NCM_Permissions","Account_Subscription_Change_License","Account_Subscriptions","Dashboard_Clients_Tab","Devices_Remote_Connect_Connect_to_Device_UI","Devices_Subnav_Network_Interfaces","Devices_Interfaces_Interface_Details","Devices_Toggle_Image","Footer_Contact_Cradlepoint_Link","Footer_Knowledge_Base_Link","Groups_Add","Groups_Commands_Menu","Groups_Configuration_Edit","Groups_Dashboard","Groups_Firmware_Menu","Groups_Group_Data_Usage","Groups_Settings","Groups_Refresh_Button","Notifications","Help_Panel_Button","NetCloud_Perimeter","Network_Interfaces_Commands_Menu","Network_Interfaces_Export_Menu","Network_Interfaces_Filter_All","Reports_Report_Type_Data_Usage","Reports_Report_Type_Signal_Quality","Reports_Run_Report_Button","Routers_Commands_Ping","Routers_Commands_Reboot","Routers_Commands_Restore_to_Defaults","Routers_Commands_Speed_Test","Routers_Commands_Unregister","Routers_Commands_Menu","Routers_Configuration_Edit","Routers_Configuration_Resume_Updates","Routers_Configuration_Summary","Routers_Configuration_Menu","Routers_Device_Dashboard_Link","Routers_Firmware_Retry_Upgrade","Routers_Move","Routers_NetCloud_OS_Menu","Routers_Remote_Connect_Console","Routers_Remote_Connect_Menu","Scheduler_Subnav_Schedules","Scheduler_Tasks_Add","Scheduler_Tasks_Edit","Churn_Probability"
2020-04-01,"0015000000oK2ekAAC","110000",655,3399,"111",0,404,740,0,0,6,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42,0,0,0,51,1,1,1,5,26,1,13,2,0,12,0,0,0,-1.0321604682062e-17
2021-01-01,"0015000000wLutCAAS","111100",218,8094,"111",0,1983,10368,1,0,0,3,610,18,4,24,0,0,4,1,9,29,15,14,0,0,15,1,37,0,0,0,0,0,0,1,70,1,19,3,143,161,80,12,483,1721,3,360,36,8,676,0,0,0,-8.28330459778925e-18
2020-04-01,"00138000018aGz0AAE","101100",705,60,"111",0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.55835153009743e-18
2020-08-01,"0015000000r9pFRAAY","101100",666,1472,"110",0,203,2145,0,0,0,0,114,1,0,0,0,0,7,4,2,0,3,0,2,4,2,0,2,1,0,0,0,0,0,0,148,1,0,0,159,86,6,3,140,71,0,50,1,0,119,0,0,0,-9.38268560068956e-18
2020-08-01,"0015000000wLutCAAS","111100",218,6305,"111",0,2171,11888,18,0,5,18,736,38,7,34,1,0,26,23,4,34,6,6,10,0,35,7,61,0,0,0,0,0,1,12,118,6,18,4,304,217,58,9,539,1349,1,427,54,15,888,0,1,0,-7.41052184893842e-18
2021-02-01,"0013800001JyPOoAAN","001100",616,1553,"010",0,16,29,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.38703499811211e-18
2020-02-01,"00138000017eF75AAE","111100",614,809,"110",0,2059,39784,110,0,87,78,1082,1062,2,66,0,2,85,10,130,3,15,4,1,89,112,26,203,47,12,3,71,0,24,500,156,17,659,44,1986,2137,93,63,4300,1027,1,263,40,839,2558,5,2,0,-4.64689051127287e-18
2020-01-01,"0015000000dqXGbAAM","100000",676,1097,"111",0,320,1333,5,0,14,9,6,8,0,0,0,0,0,4,1,2,11,0,0,383,21,0,3,39,2,6,0,0,0,1,3,1,40,9,47,0,0,0,16,150,4,10,11,0,18,0,0,0,-7.65229893340269e-18
2020-04-01,"0013t00001UvhLQAAZ","000000",602,0,"000",0,10,31,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-6.93455709521729e-18
2021-03-01,"0015000000cKQq4AAG","111100",742,5629,"110",0,359,1393,3,0,1,0,8,23,4,8,0,0,0,0,0,0,0,0,0,0,24,2,4,3,2,0,0,0,0,0,12,0,0,0,25,19,2,6,41,108,9,126,17,37,87,0,0,0,-1.01980056343987e-17
2021-03-01,"0015000000mPwkKAAS","100000",133,2929,"110",0,1225,2101,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,6,0,0,0,11,0,0,1,2,76,0,55,1,83,86,0,0,0,-9.84672413051335e-18
2020-11-01,"0015000000pHxQdAAK","101100",661,1978,"111",0,359,2972,13,1,4,1,46,3,22,3,0,0,10,0,114,5,7,2,0,0,2,0,8,0,2,0,0,0,0,4,37,22,0,7,94,59,69,2,205,226,56,54,64,4,61,0,0,0,-8.58904961043017e-18
2020-12-01,"0013800001TBNDiAAP","100000",604,1453,"111",0,178,319,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,71,0,2,0,0,1,0,0,0,-9.56808417218458e-18
2020-08-01,"0015000000dqjyPAAQ","001000",697,4425,"110",0,3213,9159,9,0,3,2,15,36,9,27,0,1,1,1,14,5,0,0,0,0,13,3,5,1,0,1,0,4,2,1,756,11,1,12,946,17,69,8,404,462,3,269,21,4,44,0,0,0,-8.86010015355154e-18
2020-11-01,"0015000000qcheKAAQ","111100",680,3142,"110",0,927,5364,1,0,4,4,64,29,0,7,0,0,1,0,0,3,5,0,0,0,12,0,9,1,0,1,0,0,0,2,27,3,134,0,219,11,73,3,243,436,1,136,16,26,898,0,0,0,-9.49761103097302e-18
2020-08-01,"0015000000w5CgeAAE","100000",634,1540,"100",0,305,2807,1,0,0,0,3,3,0,0,0,0,7,0,7,2,0,0,0,0,5,1,3,0,0,0,0,0,0,0,8,3,23,46,87,497,4,1,781,127,0,167,10,72,79,0,0,0,-8.61181785605236e-18
2020-09-01,"0013800001CwaQsAAJ","100100",653,9,"011",0,41,132,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,9,13,0,0,0,0,0,0,0,0,-8.71698546678346e-18
2020-10-01,"00150000010i075AAA","110000",652,2903,"011",0,58,1661,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,103,0,0,11,136,6,0,1,14,98,0,21,1,48,60,0,0,0,-9.86407136527312e-18
2021-05-01,"0015000000LwyAuAAJ","110000",719,1666,"110",0,83,525,2,0,0,0,0,0,2,1,0,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,31,0,1,0,43,0,0,0,4,30,0,4,2,2,10,0,0,0,-9.89117641958526e-18
2020-06-01,"0015000000RCZ86AAH","001100",179,1017,"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855088160503786
2020-06-01,"0015000000aeZKcAAM","101000",703,5580,"110",0,106,198,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,-8.46002955190439e-18
2021-03-01,"0015000000tRcsdAAC","001100",644,1941,"111",0,161,1153,3,8,7,0,9,182,0,2,0,0,0,0,1,25,2,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,6,1,7,1,12,39,0,32,7,1,15,0,0,0,-1.0842021724855e-17
2020-01-01,"00138000015tGsoAAE","100100",623,1798,"110",0,1927,24011,6,0,2,32,792,176,0,0,0,1,33,11,120,89,26,3,8,240,61,5,25,5,1,0,3,2,3,0,249,73,329,3,886,1097,435,388,3350,1932,7,475,154,818,1837,0,0,0,-6.12140546585316e-18
2020-01-01,"0015000000khcLGAAY","001000",657,1888,"110",0,134,689,5,0,3,4,2,1,0,0,0,0,1,0,0,0,2,0,0,0,4,0,1,0,0,0,1,0,0,2,0,0,0,1,11,4,6,2,26,22,2,83,14,0,3,0,0,0,-9.61253646125648e-18
2020-01-01,"0015000000mPwkKAAS","100000",133,482,"110",0,64,314,9,0,3,3,0,0,0,0,0,0,1,1,14,2,0,0,1,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,4,0,6,19,0,19,0,25,24,0,0,0,-9.12681388798298e-18
2020-04-01,"0015000000rAhzJAAS","111100",696,1969,"110",0,269,2266,24,0,3,0,29,1,3,10,0,0,13,3,15,0,9,0,1,1,6,0,5,0,0,0,0,0,0,1,5,0,0,0,48,153,9,10,352,135,0,55,15,41,117,0,0,0,-9.23198149871407e-18
2021-03-01,"00138000017fbtTAAQ","101100",679,1351,"110",0,19,488,1,0,0,1,0,2,1,4,0,0,1,0,1,1,0,0,0,0,9,1,4,0,0,0,0,0,0,0,1,1,0,0,4,0,27,2,45,11,2,26,3,0,0,0,0,0,-9.93779711300213e-18
2020-11-01,"0015000000wKEspAAG","111100",680,11558,"111",0,2571,21109,81,29,41,19,712,188,59,45,2,0,80,2,102,26,17,8,13,0,117,12,85,19,28,1,0,0,0,45,113,2,62,20,425,456,181,37,1508,1354,15,414,139,42,901,3,3,0,-6.71121144768527e-18
2020-08-01,"0015000000oK1inAAC","001100",644,1678,"010",0,1283,3167,0,0,0,0,2,1,0,0,0,0,10,2,9,2,27,0,0,12,8,0,2,0,0,0,0,0,0,0,0,0,0,2,8,125,8,20,229,17,0,71,19,4,5,0,0,0,-9.26884437257858e-18
2021-06-01,"00138000017fopHAAQ","101100",113,55,"111",0,33,98,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,4,0,0,2,0,5,0,0,0,-8.4893030105615e-18
2021-06-01,"0013800001CwaQsAAJ","100100",653,1700,"000",0,296,5696,2,0,0,0,16,128,0,5,0,0,2,3,19,20,5,0,3,12,1,1,6,181,0,1,0,0,0,3,11,0,0,2,17,498,182,22,996,226,0,86,1,2,26,0,0,0,-8.84492132313674e-18
2020-04-01,"0015000000w4IPUAA2","000000",527,30173,"111",0,4012,10859,32,0,2,2,24,12,9,16,1,0,15,6,19,23,2,0,2,0,21,3,12,1,0,1,2,0,4,1,75,3,1,1,294,23,43,8,188,1150,14,88,45,761,919,0,0,0,-8.24861012826972e-18
2020-12-01,"0015000000VXQZ0AAP","111100",703,19659,"110",0,2775,8457,29,0,0,12,38,84,28,31,1,0,20,1,29,10,5,5,0,1,68,10,52,19,4,0,0,0,0,42,72,5,83,0,231,249,35,71,587,704,4,57,33,32,152,0,2,0,-7.8311922918628e-18
2021-01-01,"0013800001GMnnsAAD","001100",613,2531,"111",0,390,1394,6,0,0,0,1,13,1,0,0,0,1,1,0,1,3,0,0,0,5,1,1,21,0,0,0,0,0,0,6,0,0,0,14,31,17,0,86,138,8,11,13,60,75,0,0,0,-9.93671291082965e-18
2021-01-01,"0013800001CxWADAA3","001000",96,797,"110",0,222,1889,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,234,112,9,674,47,0,0,5,0,0,0,0,0,-8.66169115598669e-18
2021-05-01,"0013800001K0BAeAAN","101000",617,2225,"111",0,1596,5038,8,0,1,0,5,6,45,8,0,0,10,3,13,48,2,0,2,1,38,3,9,0,0,0,0,0,0,1,23,1,0,0,32,80,10,4,144,472,1,156,23,23,42,0,0,0,-9.64939933512099e-18
2021-05-01,"00138000017fbtTAAQ","101100",679,1250,"110",0,26,108,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,2,1,0,1,0,0,0,-9.31871767251291e-18
2021-05-01,"0013t00001s24UAAAY","000100",603,3015,"110",0,82,1478,11,0,1,0,1,3,0,0,0,0,9,2,34,18,14,0,0,0,7,0,5,0,0,0,0,0,0,0,6,2,0,0,18,1,29,1,64,60,26,302,29,0,2,0,0,0,-1.02066792517785e-17
2020-07-01,"0015000000QvEa4AAF","100000",690,1939,"010",0,60,161,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,9,0,0,0,1,1,0,0,8,0,22,0,0,0,-8.39823002807272e-18
2020-07-01,"0015000000drIdcAAE","111100",680,2714,"110",0,314,2792,4,0,0,4,9,12,5,20,0,0,0,0,6,0,0,1,9,0,10,1,3,2,1,0,2,0,1,5,33,0,25,0,106,21,0,5,48,275,0,33,13,79,101,0,1,0,-8.57495498218785e-18
2021-04-01,"00138000017eesEAAQ","001100",695,1060,"110",0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,-7.12212407105728e-18
2021-04-01,"0013800001Cx8NTAAZ","100000",631,1128,"100",0,293,3162,0,0,0,2,466,0,0,0,0,0,9,9,7,8,0,0,6,0,1,0,1,0,0,0,0,0,0,0,5,29,71,1,135,10,33,26,186,53,0,85,5,2,552,0,0,0,-7.61001504867576e-18
2021-04-01,"0015000000Y14WzAAJ","100000",688,1599,"110",0,148,413,1,0,3,0,1,10,0,0,0,0,2,0,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,4,16,6,0,42,19,0,13,1,1,2,0,0,0,-9.75890375454203e-18
2020-02-01,"0015000000QxHKvAAN","111100",713,1120,"110",0,150,488,5,0,2,3,12,3,0,6,0,0,0,1,0,0,2,0,0,0,2,0,3,2,0,0,1,0,0,3,1,0,0,1,11,5,5,4,30,34,1,22,5,15,27,0,0,0,-9.92153408041485e-18
2020-03-01,"0013800001COY3KAAX","110000",685,1817,"110",0,384,2399,1,0,5,0,10,48,0,11,0,0,3,2,11,5,3,2,1,7,5,1,3,4,1,0,0,0,0,0,2,6,50,0,82,12,5,3,61,114,0,11,1,44,65,0,0,0,-9.22005527481673e-18
2021-03-01,"0015000000wLutCAAS","111100",218,11094,"111",0,2684,16181,3,0,1,6,786,76,9,42,0,0,2,0,27,12,1,0,4,1,26,3,48,2,0,0,0,0,0,5,61,3,40,1,185,246,249,17,883,2759,9,699,56,23,929,0,1,0,-7.69458281812962e-18
2020-03-01,"0013800001U62buAAB","000000",45,0,"000",0,55,353,1,0,1,1,27,5,0,0,0,0,7,1,12,4,3,0,1,1,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,39,6,1,10,6,2,35,0,0,0,0.00224999999999999
2020-09-01,"00138000018aGz0AAE","101100",705,4345,"111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855088160503786
2021-02-01,"0013800001GMWdyAAH","110000",694,9826,"110",0,688,3861,0,0,1,0,71,221,0,1,0,0,7,0,4,0,1,0,0,0,3,0,2,2,50,0,0,0,0,0,8,0,10,0,26,37,123,19,227,302,1,112,6,46,137,0,0,0,-9.8207032783737e-18
2021-02-01,"0015000000YYyXmAAL","111100",550,25998,"111",0,1904,6981,15,0,0,7,36,37,36,9,1,0,12,11,12,29,1,0,5,1,47,14,34,6,3,0,0,0,0,112,61,0,64,11,396,93,18,19,252,651,2,75,32,138,199,0,1,0,-8.09248501543181e-18
2020-02-01,"00138000017fbtTAAQ","111100",679,1956,"110",0,159,877,1,0,0,1,15,3,0,0,0,2,5,1,15,20,1,1,0,0,1,0,3,1,0,0,0,0,0,3,6,20,1,2,44,11,4,7,48,20,1,30,10,5,30,0,0,0,-9.21788687047176e-18
2020-01-01,"0015000000YYyXmAAL","111100",550,19715,"110",0,1833,12718,10,0,3,77,27,16,0,0,1,0,6,2,9,23,5,0,3,0,23,10,17,17,1,0,1,0,0,355,240,2,247,10,1310,98,25,14,259,2120,37,73,92,424,515,0,0,0,-7.02671427987855e-18
2020-04-01,"0015000000iS7zAAAS","100100",665,1181,"000",0,236,1128,4,0,2,0,41,7,0,7,0,0,3,0,23,8,1,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,2,3,19,127,0,12,0,1,39,0,0,0,-9.86407136527312e-18
2020-04-01,"0015000000eeEFiAAM","110000",678,3163,"100",0,1819,12056,5,0,7,2,22,34,3,11,1,0,0,0,2,0,1,0,0,0,14,1,13,4,0,0,0,0,0,0,177,4,122,11,1129,455,593,8,1417,1427,2,88,24,76,128,0,0,0,-7.98731740470071e-18
2020-05-01,"00138000018bKtGAAU","001100",613,3673,"111",0,139,1023,1,0,1,0,22,23,0,7,0,0,3,3,6,1,3,0,1,2,1,0,1,3,0,0,0,0,0,0,4,1,0,0,18,12,1,4,32,154,0,13,1,11,40,0,0,0,-1.00928380236676e-17
2021-03-01,"0015000000MtUXcAAN","110000",706,13589,"100",0,1432,7344,3,0,0,1,4,313,6,19,0,0,0,0,1,7,0,0,2,0,4,3,12,187,2,0,0,0,0,19,89,13,179,0,362,104,164,1,522,581,2,357,37,2,38,0,0,0,-7.70759324419945e-18
2021-03-01,"0015000000dqXGbAAM","100000",676,1103,"111",0,606,3132,3,1,2,0,47,20,0,17,0,0,0,2,1,1,8,0,0,226,10,0,0,0,1,0,0,0,0,1,14,6,338,2,316,0,8,0,37,373,2,36,45,0,115,0,0,0,-7.98948580904568e-18
2020-11-01,"0015000000wLutCAAS","111100",218,8094,"111",0,2288,13980,3,0,1,14,1037,13,9,15,0,0,10,2,24,23,5,10,2,0,16,6,31,0,1,0,0,0,0,4,84,4,43,1,170,225,117,4,668,1936,1,687,32,5,1207,2,0,0,-7.84528692010511e-18
2020-11-01,"0015000000hWpEoAAK","111100",656,2627,"110",0,414,2203,0,0,0,5,22,9,0,0,0,0,1,1,18,7,3,1,0,0,4,0,29,0,0,0,0,0,0,0,6,6,0,3,36,37,29,0,163,16,2,47,4,109,164,0,0,0,-9.46508496579845e-18
2020-08-01,"0015000000esWLsAAM","100100",685,2256,"000",0,65,421,0,0,0,1,34,0,5,0,0,0,2,0,50,5,5,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,26,25,0,14,3,2,35,0,0,0,-9.61036805691151e-18
2020-09-01,"00138000015tWKeAAM","001000",616,5658,"110",0,320,1756,2,0,4,0,0,68,0,9,0,0,26,1,10,13,7,0,0,0,0,0,1,18,11,0,0,0,0,25,8,0,0,0,84,4,11,11,60,110,9,39,45,0,0,0,0,0,-8.98044659469743e-18
2020-05-01,"0015000000iTwI2AAK","101000",735,16,"110",0,23,432,5,0,1,0,2,5,0,0,0,0,5,3,7,3,0,0,2,0,9,0,1,0,1,0,0,0,0,0,0,0,30,0,38,4,0,1,27,48,0,25,1,0,2,1,1,0,-9.2525813399913e-18
2021-05-01,"0015000000xQ6A9AAK","111100",648,7423,"111",0,555,1621,10,0,9,0,14,34,1,7,0,0,4,0,13,7,1,0,1,0,21,0,11,2,2,0,0,0,0,14,3,1,6,14,75,23,6,6,76,139,2,28,8,1,20,0,0,0,-1.00061018498687e-17
2020-09-01,"0015000000oku1fAAA","111100",690,2279,"111",0,694,3784,30,0,9,2,4,2,0,4,0,0,8,1,36,9,0,0,0,65,8,0,16,0,0,0,0,0,0,0,20,1,26,0,55,7,20,87,553,45,0,134,7,2,17,0,0,0,-1.01394587170844e-17
2020-10-01,"0013800001CxWADAA3","001000",96,477,"110",0,553,2134,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,0,2,0,18,129,17,6,279,124,0,28,7,0,1,0,0,0,-9.40220123979429e-18
2020-10-01,"00138000018bPzcAAE","111100",653,886,"110",0,827,3995,0,0,0,1,17,3,1,26,0,0,0,0,0,5,7,4,0,0,9,2,1,0,0,0,0,0,0,0,19,0,2,2,42,335,0,3,651,341,0,33,0,64,133,0,0,0,-8.62591248429467e-18
2020-01-01,"0015000000d518PAAQ","110000",165,780,"111",0,289,3551,7,0,1,5,272,4,0,0,0,0,0,0,21,1,0,0,0,0,10,11,19,0,0,0,0,0,0,2,28,0,113,0,157,135,67,6,348,17,0,54,29,6,348,0,0,0,-9.05091973590899e-18
2020-11-01,"0015000000QTE9IAAX","001100",693,1664,"111",0,121,432,0,0,0,0,53,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,7,0,2,30,13,0,2,53,5,1,16,1,0,49,0,0,0,-1.00050176476962e-17
2020-08-01,"0015000000w4IPUAA2","000000",527,33294,"111",0,7224,25393,25,9,19,3,98,29,7,27,6,3,9,0,17,12,0,2,1,4,27,15,22,19,3,0,0,0,1,15,304,17,51,0,888,73,880,47,1584,2715,42,310,217,1883,2590,1,2,0,-5.63459869040717e-18
2020-10-01,"0015000000xwi5lAAA","110000",654,1176,"111",0,223,1913,2,0,1,0,0,8,0,0,0,0,0,1,10,2,0,0,0,0,16,1,9,0,0,0,0,0,0,2,4,0,30,0,45,16,24,3,79,184,0,46,4,0,0,0,1,0,-1.01101852584273e-17
2020-10-01,"0015000000kjWrtAAE","111000",654,774,"100",0,15,1264,1,2,7,0,6,4,1,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,3,0,21,42,26,0,71,219,7,83,14,0,10,0,0,0,-9.37292778113719e-18
2020-11-01,"0013800001GN6pPAAT","110000",62,506,"100",0,34,83,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,-6.53014968488019e-18
2020-04-01,"0015000000tTef6AAC","001100",661,1340,"111",0,157,1112,4,0,3,5,0,19,0,7,0,1,0,0,0,45,3,3,0,0,4,9,17,1,0,0,0,0,0,0,4,0,0,0,9,35,3,2,63,74,5,11,17,1,1,0,0,0,-9.54965273525232e-18
2021-01-01,"0013800001EjYevAAF","001000",92,26,"100",0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268611111111111
2020-05-01,"0015000000SDRCMAA5","111100",693,4808,"000",0,209,4191,10,0,2,1,0,10,0,44,3,2,4,0,0,1,8,0,0,0,26,8,22,0,0,0,0,0,0,6,2,0,0,0,18,0,5,1,22,142,0,45,13,0,0,0,0,0,-9.05634074677142e-18
2020-06-01,"0013800001JyPOoAAN","001100",616,1579,"011",0,182,767,3,0,4,0,0,3,0,0,0,0,1,2,10,33,3,20,3,0,0,0,47,0,0,0,0,0,0,0,0,1,0,1,38,5,7,0,30,20,1,48,17,0,0,0,0,0,-8.14235831536614e-18
2020-12-01,"0015000000fq6qqAAA","001100",168,1160,"000",0,17,600,0,3,2,1,19,16,0,0,0,0,2,0,17,5,4,1,0,9,2,0,5,10,1,0,0,0,0,0,3,0,0,0,16,4,12,4,48,2,0,51,4,4,24,0,0,0,-9.5442317243899e-18
2021-01-01,"00138000015tm6RAAQ","001100",663,735,"110",0,129,808,3,8,43,2,5,0,0,0,1,0,1,1,0,5,1,0,0,0,4,2,44,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,8,0,1,54,9,1,6,0,0,0,-8.14561092188359e-18
2020-05-01,"0015000000oK2ekAAC","110000",655,3449,"111",0,369,683,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,3,0,4,36,0,2,1,65,1,0,2,7,27,1,20,10,0,3,0,0,0,-9.80118763926896e-18
2020-05-01,"0015000000qarBPAAY","111000",641,706,"110",0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1532129258236e-18
2021-04-01,"0015000000wzgwfAAA","110000",651,10330,"110",0,2553,9546,0,0,0,0,0,86,35,18,0,1,1,0,0,0,1,0,0,0,7,1,13,0,1,3,0,0,0,10,175,0,1,0,272,195,3,3,329,3176,5,74,17,0,0,0,0,0,-7.8084240462406e-18
2021-05-01,"0013800001JyjzWAAR","001100",610,1097,"111",0,9,943,0,0,7,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,13,0,32,17,86,2,1,188,32,6,27,0,0,0,-9.61362066342897e-18
2021-05-01,"0015000000fq6qqAAA","001100",168,1395,"000",0,14,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,0,4,0,0,0,0,0,0,-7.48641600101241e-18
2021-05-01,"0015000000Zht72AAB","001000",675,9123,"110",0,173,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,5,15,5,0,0,0,0,0,0.00774999999999999
2020-06-01,"0015000000mOeHGAA0","101100",666,1794,"000",0,432,3317,6,0,0,3,301,5,2,2,0,2,10,3,95,47,4,1,2,7,15,1,19,0,0,0,0,1,0,10,18,0,0,4,89,51,188,17,505,72,5,46,17,16,331,1,0,0,-7.69891962681957e-18
2020-06-01,"0015000000QxHKvAAN","111100",713,1123,"110",0,7,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.00199999999999999
2020-03-01,"00138000017fbtTAAQ","111100",679,1935,"110",0,189,1362,5,0,0,1,12,11,0,5,0,0,3,1,9,24,2,0,1,4,2,1,6,15,1,0,0,0,0,0,2,24,8,2,77,4,8,7,43,28,9,33,16,5,22,0,0,0,-9.26992857475106e-18
2021-04-01,"0015000000khcLGAAY","001000",657,2533,"110",0,156,531,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,1,1,0,0,7,24,2,10,0,17,7,9,56,17,0,0,0,0,0,-9.58001039608192e-18
2020-02-01,"0015000000Y14WzAAJ","101100",688,1606,"110",0,255,858,0,0,2,3,0,9,5,3,0,1,3,0,0,4,0,1,0,0,18,2,3,0,0,0,0,0,0,0,1,3,0,0,5,20,8,2,44,184,0,16,1,0,0,0,0,0,-9.44014831583129e-18
2020-06-01,"0015000000euG45AAE","000000",205,3071,"110",0,485,4914,0,0,1,5,31,6,0,0,0,0,7,1,73,26,1,1,0,4,7,2,4,0,0,0,11,1,5,0,4,0,535,0,601,1,23,3,75,466,1,915,15,1,41,1,1,0,-7.78131899192846e-18
2020-07-01,"0013800001SqQLxAAN","101000",602,2303,"110",0,496,6437,1,0,44,2,296,19,0,0,0,0,88,0,2,5,0,0,0,0,5,0,15,1,2,1,0,0,0,2,21,0,5,0,65,101,12,10,287,599,6,448,39,18,352,0,0,0,-9.05200393808148e-18
2020-07-01,"0013800001S3rtEAAR","001000",603,809,"110",0,606,2873,1,0,1,0,3,10,1,0,0,0,0,0,1,0,0,0,0,0,7,1,9,0,0,0,0,0,0,1,403,10,1,0,613,12,34,10,96,255,12,118,22,0,10,0,0,0,-9.82504008706364e-18
